protocol,candidate,batch_size,status,result_json
pixel_l2_trades_rs_on,baseline,448,ok,/home/ashtomer/projects/ares/outs/timing_testing/slurm_baselines/rtx_pro_6000/pixel_l2_trades_rs_on/bsz_448_nw_6/pixel_l2_trades_rs_on/baseline/bsz_448/result.json
