timestamp,model_name,checkpoint_path,category,train_norm,init,attack_norm,epsilon_input,epsilon_eval,attack_steps,attack_step,clean_top1,clean_top5,adv_top1,adv_top5,clean_loss,adv_loss,state_dict_used,_source_csv,_model_dir_name,l1_step_mode,l1_apgd_rho,model_dir,is_baseline,_parsed_category,_parsed_train_norm,_parsed_train_family,_parsed_init,_parsed_train_eps,train_family,train_eps,pgd_constrained_eps,model_id,eval_variant,model_label,plot_category
2026-02-12T06:11:57,model_best,results/models/convnext_small_l2trades_1_init2/model_best.pth.tar,trades,l2,2,l2,1.0,1.0,10,0.2,77.2,93.046,73.74800235839844,91.78800256835936,0.9632071818161012,1.113604169330597,state_dict_ema,/groups/golan_neurogroup/bml_group/tomerash/advmodels/results/models/convnext_small_l2trades_1_init2/pgd_validation_results.csv,convnext_small_l2trades_1_init2,,,convnext_small_l2trades_1_init2,False,trades,l2,l2,2,1.0,l2,1.0,1.0,convnext_small_l2trades_1_init2,l2,eps=1 init 2,trades
2026-02-12T06:34:41,model_best,results/models/convnext_small_l2trades_1_init2/model_best.pth.tar,trades,l2,2,l2,2.0,2.0,10,0.4,77.2,93.046,70.002002109375,90.29200235351564,0.9632071818161012,1.2930395623016355,state_dict_ema,/groups/golan_neurogroup/bml_group/tomerash/advmodels/results/models/convnext_small_l2trades_1_init2/pgd_validation_results.csv,convnext_small_l2trades_1_init2,,,convnext_small_l2trades_1_init2,False,trades,l2,l2,2,1.0,l2,1.0,2.0,convnext_small_l2trades_1_init2,l2,eps=1 init 2,trades
2026-02-12T06:57:24,model_best,results/models/convnext_small_l2trades_1_init2/model_best.pth.tar,trades,l2,2,l2,4.0,4.0,10,0.8,77.2,93.046,61.31400172851563,86.67000240234375,0.9632071818161012,1.7423792127609252,state_dict_ema,/groups/golan_neurogroup/bml_group/tomerash/advmodels/results/models/convnext_small_l2trades_1_init2/pgd_validation_results.csv,convnext_small_l2trades_1_init2,,,convnext_small_l2trades_1_init2,False,trades,l2,l2,2,1.0,l2,1.0,4.0,convnext_small_l2trades_1_init2,l2,eps=1 init 2,trades
2026-02-12T07:20:07,model_best,results/models/convnext_small_l2trades_1_init2/model_best.pth.tar,trades,l2,2,l2,8.0,8.0,10,1.6,77.2,93.046,42.82600115722656,76.97200234375,0.9632071818161012,2.994888808441162,state_dict_ema,/groups/golan_neurogroup/bml_group/tomerash/advmodels/results/models/convnext_small_l2trades_1_init2/pgd_validation_results.csv,convnext_small_l2trades_1_init2,,,convnext_small_l2trades_1_init2,False,trades,l2,l2,2,1.0,l2,1.0,8.0,convnext_small_l2trades_1_init2,l2,eps=1 init 2,trades
2026-02-12T07:42:54,model_best,results/models/convnext_small_l2trades_1_init2/model_best.pth.tar,trades,l2,2,l2,16.0,16.0,10,3.2,77.2,93.046,15.822000442962649,49.49200145751953,0.9632071818161012,6.81286294708252,state_dict_ema,/groups/golan_neurogroup/bml_group/tomerash/advmodels/results/models/convnext_small_l2trades_1_init2/pgd_validation_results.csv,convnext_small_l2trades_1_init2,,,convnext_small_l2trades_1_init2,False,trades,l2,l2,2,1.0,l2,1.0,16.0,convnext_small_l2trades_1_init2,l2,eps=1 init 2,trades
2026-02-12T08:28:44,model_best,results/models/convnext_small_l2trades_1_init2/model_best.pth.tar,trades,l2,2,l1,1.0,127.5,10,25.5,77.2,93.046,43.184001203613285,77.47400251953125,0.9632071818161012,3.00386125541687,state_dict_ema,/groups/golan_neurogroup/bml_group/tomerash/advmodels/results/models/convnext_small_l2trades_1_init2/pgd_validation_results.csv,convnext_small_l2trades_1_init2,,,convnext_small_l2trades_1_init2,False,trades,l2,l2,2,1.0,l2,1.0,127.5,convnext_small_l2trades_1_init2,l1,eps=1 init 2,trades
2026-02-12T08:51:42,model_best,results/models/convnext_small_l2trades_1_init2/model_best.pth.tar,trades,l2,2,l1,2.0,255.0,10,51.0,77.2,93.046,21.54600059326172,60.97600174804688,0.9632071818161012,5.529831543579101,state_dict_ema,/groups/golan_neurogroup/bml_group/tomerash/advmodels/results/models/convnext_small_l2trades_1_init2/pgd_validation_results.csv,convnext_small_l2trades_1_init2,,,convnext_small_l2trades_1_init2,False,trades,l2,l2,2,1.0,l2,1.0,255.0,convnext_small_l2trades_1_init2,l1,eps=1 init 2,trades
2026-02-12T09:14:51,model_best,results/models/convnext_small_l2trades_1_init2/model_best.pth.tar,trades,l2,2,l1,4.0,510.0,10,102.0,77.2,93.046,7.890000255889893,39.14200114990234,0.9632071818161012,9.017626930541992,state_dict_ema,/groups/golan_neurogroup/bml_group/tomerash/advmodels/results/models/convnext_small_l2trades_1_init2/pgd_validation_results.csv,convnext_small_l2trades_1_init2,,,convnext_small_l2trades_1_init2,False,trades,l2,l2,2,1.0,l2,1.0,510.0,convnext_small_l2trades_1_init2,l1,eps=1 init 2,trades
2026-02-12T09:38:02,model_best,results/models/convnext_small_l2trades_1_init2/model_best.pth.tar,trades,l2,2,l1,8.0,1020.0,10,204.0,77.2,93.046,3.0980001068115235,24.24000063659668,0.9632071818161012,11.287151924743652,state_dict_ema,/groups/golan_neurogroup/bml_group/tomerash/advmodels/results/models/convnext_small_l2trades_1_init2/pgd_validation_results.csv,convnext_small_l2trades_1_init2,,,convnext_small_l2trades_1_init2,False,trades,l2,l2,2,1.0,l2,1.0,1020.0,convnext_small_l2trades_1_init2,l1,eps=1 init 2,trades
2026-02-12T10:00:58,model_best,results/models/convnext_small_l2trades_1_init2/model_best.pth.tar,trades,l2,2,l1,16.0,2040.0,10,408.0,77.2,93.046,1.9680000750732425,20.54200059448242,0.9632071818161012,11.554317103271485,state_dict_ema,/groups/golan_neurogroup/bml_group/tomerash/advmodels/results/models/convnext_small_l2trades_1_init2/pgd_validation_results.csv,convnext_small_l2trades_1_init2,,,convnext_small_l2trades_1_init2,False,trades,l2,l2,2,1.0,l2,1.0,2040.0,convnext_small_l2trades_1_init2,l1,eps=1 init 2,trades
