protocol,candidate,batch_size,status,result_json
v1_l2_trades,baseline,384,ok,/home/ashtomer/projects/ares/outs/timing_testing/slurm_baselines/rtx_pro_6000/v1_l2_trades/bsz_384_nw_6/v1_l2_trades/baseline/bsz_384/result.json
