epoch,train_loss,train_grad_global,train_grad_avg,train_grad_max,eval_loss,eval_top1,eval_top5,eval_advloss,eval_advtop1,eval_advtop5,lr
0,7.051247596740723,4.421554088592529,0.12524597984191402,0.049591064453125,6.7421875,0.0,0.0,0,0,0,1.004986011191047e-06
