protocol,candidate,batch_size,status,avg_iter_seconds,avg_data_seconds,images_per_sec,final_loss,max_memory_bytes,elapsed_seconds
pixel_l2_madry,baseline,256,ok,1.514024,0.000242,169.0859,7.055819,27257506816,71.322713
