epoch,train_loss,train_grad_global,train_grad_avg,train_grad_max,eval_loss,eval_top1,eval_top5,eval_advloss,eval_advtop1,eval_advtop5,lr
0,6.9075797653198245,22.00310111999512,0.2728226288029538,3.0268420219421386,6.90703125,0.4285714530944824,1.6160715162754058,0,0,0,1.382126617698496e-06
