epoch,train_loss,train_grad_global,train_grad_avg,train_grad_max,eval_loss,eval_top1,eval_top5,eval_advloss,eval_advtop1,eval_advtop5,lr
0,6.9075563621521,15.03079288482666,0.18674857506667614,1.9689575576782226,6.90671875,0.004166666865348816,0.2791666865348816,0,0,0,2.7559970014992505e-06
