protocol,candidate,batch_size,status,result_json
pixel_l1_madry,baseline,512,ok,/home/ashtomer/projects/ares/outs/timing_testing/slurm_baselines/rtx_pro_6000/pixel_l1_madry/bsz_512_nw_6/pixel_l1_madry/baseline/bsz_512/result.json
