protocol,candidate,batch_size,status,avg_iter_seconds,avg_data_seconds,images_per_sec,final_loss,max_memory_bytes,elapsed_seconds
pixel_linf_madry,baseline,256,ok,1.512209,0.000233,169.2888,7.055758,27256458240,71.438574
