epoch,train_loss,train_grad_global,train_grad_avg,train_grad_max,eval_loss,eval_top1,eval_top5,eval_advloss,eval_advtop1,eval_advtop5,lr
0,6.907042503356934,32.17504119873047,0.4294821621044307,4.011786937713623,6.90625,0.0,0.0,0,0,0,1.004986011191047e-06
