protocol,candidate,batch_size,status,result_json
pixel_l2_trades_rs_off,baseline,224,ok,/home/ashtomer/projects/ares/outs/timing_testing/slurm_baselines/rtx6000/pixel_l2_trades_rs_off/bsz_224_nw_6/pixel_l2_trades_rs_off/baseline/bsz_224/result.json
