protocol,candidate,batch_size,status,result_json
v1_l2_madry,baseline,512,ok,/home/ashtomer/projects/ares/outs/timing_testing/slurm_baselines/rtx_pro_6000/v1_l2_madry/bsz_512_nw_6/v1_l2_madry/baseline/bsz_512/result.json
