protocol,candidate,batch_size,status,result_json
v1_l2_trades,baseline,192,ok,/home/ashtomer/projects/ares/outs/timing_testing/slurm_baselines/rtx6000/v1_l2_trades/bsz_192_nw_6/v1_l2_trades/baseline/bsz_192/result.json
