protocol,candidate,batch_size,status,result_json
pixel_linf_madry,baseline,256,ok,/home/ashtomer/projects/ares/outs/timing_testing/slurm_baselines/rtx6000/pixel_linf_madry/bsz_256_nw_6/pixel_linf_madry/baseline/bsz_256/result.json
