protocol,candidate,batch_size,status,avg_iter_seconds,avg_data_seconds,images_per_sec,final_loss,max_memory_bytes,elapsed_seconds
pixel_linf_madry,baseline,512,ok,1.976650,0.000279,259.0241,7.062963,53420995584,102.031509
