epoch,train_loss,train_grad_global,train_grad_avg,train_grad_max,eval_loss,eval_top1,eval_top5,eval_advloss,eval_advtop1,eval_advtop5,lr
0,6.9791395950317385,1.902749319076538,0.07185861985635332,0.02131230749189854,6.96015625,0.11931818544864654,0.7215909212827682,0,0,0,1.9442001099505224e-06
