protocol,candidate,batch_size,status,result_json
gradnorm_l2,baseline,192,ok,/home/ashtomer/projects/ares/outs/timing_testing/slurm_baselines/rtx6000/gradnorm_l2/bsz_192_nw_6/gradnorm_l2/baseline/bsz_192/result.json
