protocol,candidate,batch_size,status,result_json
v1_l2_madry,baseline,256,ok,/home/ashtomer/projects/ares/outs/timing_testing/slurm_baselines/rtx6000/v1_l2_madry/bsz_256_nw_6/v1_l2_madry/baseline/bsz_256/result.json
