epoch,train_loss,train_grad_global,train_grad_avg,train_grad_max,eval_loss,eval_top1,eval_top5,eval_advloss,eval_advtop1,eval_advtop5,lr
0,6.979111785888672,2.0351621103286743,0.09455226640235388,0.03804311886429787,6.960625,0.03409090876579285,0.5113636440038681,0,0,0,1.9442001099505224e-06
