epoch,train_loss,train_grad_global,train_grad_avg,train_grad_max,eval_loss,eval_top1,eval_top5,eval_advloss,eval_advtop1,eval_advtop5,lr
0,6.9778414154052735,2.866452941894531,0.12125602857791819,0.027891032993793488,6.955,0.008928571939468383,0.2946428728103638,0,0,0,1.382126617698496e-06
