protocol,candidate,batch_size,status,result_json
pixel_linf_trades_rs_off,baseline,448,ok,/home/ashtomer/projects/ares/outs/timing_testing/slurm_baselines/rtx_pro_6000/pixel_linf_trades_rs_off/bsz_448_nw_6/pixel_linf_trades_rs_off/baseline/bsz_448/result.json
