protocol,candidate,batch_size,status,result_json
pixel_l1_madry,baseline,256,ok,/home/ashtomer/projects/ares/outs/timing_testing/slurm_baselines/rtx6000/pixel_l1_madry/bsz_256_nw_8/pixel_l1_madry/baseline/bsz_256/result.json
