epoch,train_loss,train_grad_global,train_grad_avg,train_grad_max,eval_loss,eval_top1,eval_top5,eval_advloss,eval_advtop1,eval_advtop5,lr
0,6.994266510009766,5.7474846839904785,0.24393637323685521,0.060333251953125,6.96875,0.0,0.0,0,0,0,1.0012438805075432e-06
