epoch,train_loss,train_grad_global,train_grad_avg,train_grad_max,eval_loss,eval_top1,eval_top5,eval_advloss,eval_advtop1,eval_advtop5,lr
0,6.978758106231689,2.096253056526184,0.0891216373234056,0.01904699981212616,6.94453125,0.0580357164144516,0.5803571742773056,0,0,0,2.5299160251924426e-06
