epoch,train_loss,train_grad_global,train_grad_avg,train_grad_max,eval_loss,eval_top1,eval_top5,eval_advloss,eval_advtop1,eval_advtop5,lr
0,6.906861782073975,21.820892333984375,0.270247913827311,2.571711778640747,6.90625,0.0,0.0,0,0,0,1.0152850647079398e-06
