protocol,candidate,batch_size,status,avg_iter_seconds,avg_data_seconds,images_per_sec,final_loss,max_memory_bytes,elapsed_seconds
pixel_linf_trades_rs_on,baseline,448,ok,2.383643,0.000287,187.9476,7.063264,88182340608,104.325269
